nombre,apellidos,correo,aerolinea,origen,"destino final",escalas,"fecha y hora salida","fecha y hora llegada",equipaje,asiento,"fecha reserva",precio_final,pago
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,Easyfly,EZE,GRU,"sin escalas","2023-03-07 20:12:08","2023-03-16 02:21:10",basico+carry_on+grande,Aleatorio,2022-11-04,408,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,GOL,VVI,VVI,"sin escalas","2023-03-17 22:24:06","2023-03-04 18:48:42",basico+carry_on+grande,Aleatorio,2022-11-04,622,"tarjeta debito"
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,"SKY Airline",UIO,EZE,"sin escalas","2023-01-02 14:27:56","2023-01-03 03:56:50",basico+carry_on+extragrande,Aleatorio,2022-11-04,496,paypal
Felipe,"Guerrero Perez",guerrero.265@hotmail.com,GOL,BOG,VVI,"2 escalas","2023-01-25 16:45:57","2023-01-26 08:13:04",basico+carry_on+extragrande,Aleatorio,2022-11-04,428,"tarjeta de credito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,"SKY Airline",LIM,SCL,"3 escalas","2023-01-18 19:22:46","2023-01-10 17:51:52",basico+carry_on+extragrande,Aleatorio,2022-11-04,610,"tarjeta de credito"
Andres,"Quintero Roca",andres_69@gmail.com,LATAM,BOG,UIO,"1 escala","2023-01-25 14:39:32","2023-01-30 22:47:20",basico+carry_on+extragrande,Aleatorio,2022-11-04,619,"tarjeta debito"
Dedie,"Trahar McJury",dmcjuryu@umich.edu,"SKY Airline",UIO,LIM,"3 escalas","2023-02-13 06:29:19","2023-02-23 22:03:56",basico+carry_on+extragrande,Aleatorio,2022-11-04,654,"tarjeta debito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,"SKY Airline",EZE,LIM,"1 escala","2023-02-07 06:54:01","2023-02-07 16:32:08",basico+carry_on+extragrande,Aleatorio,2022-11-04,872,"tarjeta de credito"
Patricio,"Vitale Hoyos",vitale.p@gmail.com,GOL,GRU,BOG,"3 escalas","2023-02-17 00:36:52","2023-02-13 14:13:46",basico+carry_on+extragrande,Aleatorio,2022-11-04,775,"tarjeta de credito"
Luce,"Packman Largen",llargen11@jimdo.com,LATAM,EZE,SCL,"sin escalas","2023-02-22 06:53:15","2023-02-07 08:35:20",basico+carry_on+extragrande,Aleatorio,2022-11-04,639,paypal
Trefor,"Stucksbury Gorgen",tgorgen1f@tinyurl.com,LATAM,GRU,EZE,"3 escalas","2023-02-04 14:15:46","2023-02-25 07:31:47",basico+carry_on+extragrande,Aleatorio,2022-11-04,355,paypal
Godfry,"Lyle Strathe",gstrathe16@amazon.com,Easyfly,LIM,GRU,"1 escala","2023-03-09 00:11:05","2023-03-03 10:50:57",basico+carry_on+extragrande,Aleatorio,2022-11-04,405,"tarjeta de credito"
Cris,"Channer Deabill",cdeabillk@geocities.com,JetSmart,VVI,UIO,"1 escala","2023-03-07 19:38:25","2023-03-15 19:33:33",basico+carry_on+extragrande,Aleatorio,2022-11-04,497,"tarjeta de credito"
